Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00      25/1569210     ft_strtrim (ft_strtrim.c:32 @ f34b) [2640]
                0.00    0.00      26/1569210     parse_mtl (obj_parser.c:469 @ 98a8) [7240]
                0.00    0.00      33/1569210     parse_mtl (obj_parser.c:471 @ 996c) [7242]
                0.00    0.00      34/1569210     parse_mtl (obj_parser.c:467 @ 9810) [7238]
                0.00    0.00      42/1569210     parse_mtl (obj_parser.c:465 @ 96d8) [7220]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:461 @ 9648) [7216]
                0.00    0.00      58/1569210     parse_mtl (obj_parser.c:463 @ 9690) [7218]
                0.00    0.00      74/1569210     parse_mtl (obj_parser.c:459 @ 9600) [7214]
                0.00    0.00      81/1569210     parse_mtl (obj_parser.c:455 @ 95a3) [7211]
                0.00    0.00      82/1569210     parse_mtl (obj_parser.c:457 @ 95ca) [7212]
                0.00    0.00      85/1569210     mtl_len (obj_parser.c:380 @ 9373) [6746]
                0.00    0.00  115566/1569210     obj_parser_count (obj_parser.c:77 @ 86b0) [6817]
                0.00    0.00  115567/1569210     obj_parser_count (obj_parser.c:75 @ 8680) [6815]
                0.00    0.00  144215/1569210     str_to_double (obj_parser.c:110 @ 881c) [8068]
                0.00    0.00  210748/1569210     obj_parser_handle_faces (obj_parser.c:308 @ 8e5a) [6912]
                0.00    0.00  239324/1569210     str_to_double (obj_parser.c:112 @ 885f) [8074]
                0.00    0.00  743101/1569210     append_next_sub (ft_split.c:48 @ f6c0) [852]
[501]    0.0    0.00    0.00 1569210         ft_strlen (ft_strlen.c:16 @ ea90) [501]
-----------------------------------------------
                0.00    0.00  265768/1564810     parse_face_vertex (obj_parser.c:197 @ 8c4f) [7184]
                0.00    0.00  265768/1564810     parse_face_normals (obj_parser.c:215 @ 8d1f) [7156]
                0.00    0.00  266188/1564810     parse_face_vertex (obj_parser.c:190 @ 8c0f) [7175]
                0.00    0.00  383539/1564810     str_to_double (obj_parser.c:108 @ 87eb) [8065]
                0.00    0.00  383547/1564810     str_to_double (obj_parser.c:99 @ 8770) [8050]
[502]    0.0    0.00    0.00 1564810         ft_atoi (ft_atoi.c:23 @ efb0) [502]
-----------------------------------------------
                0.00    0.00       3/1456644     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6965]
                0.00    0.00       9/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8f58) [6918]
                0.00    0.00      11/1456644     parse_mtl (obj_parser.c:445 @ 9543) [7202]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:469 @ 98a8) [7240]
                0.00    0.00      26/1456644     parse_mtl (obj_parser.c:471 @ 996c) [7242]
                0.00    0.00      34/1456644     parse_mtl (obj_parser.c:467 @ 9810) [7238]
                0.00    0.00      42/1456644     parse_mtl (obj_parser.c:465 @ 96d8) [7220]
                0.00    0.00      50/1456644     parse_mtl (obj_parser.c:463 @ 9690) [7218]
                0.00    0.00      58/1456644     parse_mtl (obj_parser.c:461 @ 9648) [7216]
                0.00    0.00      66/1456644     parse_mtl (obj_parser.c:459 @ 9600) [7214]
                0.00    0.00      74/1456644     parse_mtl (obj_parser.c:457 @ 95ca) [7212]
                0.00    0.00      81/1456644     parse_mtl (obj_parser.c:455 @ 95a3) [7211]
                0.00    0.00      85/1456644     mtl_len (obj_parser.c:380 @ 9373) [6746]
                0.00    0.00  115566/1456644     obj_parser_count (obj_parser.c:77 @ 86b0) [6817]
                0.00    0.00  115567/1456644     obj_parser_count (obj_parser.c:75 @ 8680) [6815]
                0.00    0.00  115567/1456644     obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6879]
                0.00    0.00  133198/1456644     obj_parser_count (obj_parser.c:73 @ 8649) [6809]
                0.00    0.00  133198/1456644     obj_parser_fill_vertexes (obj_parser.c:152 @ 89da) [6858]
                0.00    0.00  210739/1456644     obj_parser_handle_faces (obj_parser.c:317 @ 8e28) [6909]
                0.00    0.00  210748/1456644     obj_parser_count (obj_parser.c:71 @ 8638) [6808]
                0.00    0.00  210748/1456644     obj_parser_fill_vertexes (obj_parser.c:142 @ 89bd) [6855]
                0.00    0.00  210748/1456644     obj_parser_handle_faces (obj_parser.c:310 @ 8e63) [6913]
[503]    0.0    0.00    0.00 1456644         ft_strncmp (ft_strncmp.c:16 @ ef10) [503]
-----------------------------------------------
                0.00    0.00    6805/1302970     fill_triangle_color (fill_triangle2.c:72 @ b6af) [1860]
                0.00    0.00 1296165/1302970     fill_triangle_texture (fill_triangle.c:184 @ acb0) [2009]
[504]    0.0    0.00    0.00 1302970         sort_vertexes_for_y (fill_triangle.c:17 @ ab50) [504]
-----------------------------------------------
                0.00    0.00 1296165/1296165     rasterize (draw.c:321 @ 5708) [7355]
[505]    0.0    0.00    0.00 1296165         fill_triangle_texture (fill_triangle.c:166 @ ac60) [505]
-----------------------------------------------
                0.00    0.00     420/743101      parse_face_normals (obj_parser.c:217 @ 8d80) [7163]
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:158 @ 8a7b) [6876]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:170 @ 8b30) [6894]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:337 @ 9091) [6931]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:147 @ 8989) [6849]
                0.00    0.00  265768/743101      parse_face_normals (obj_parser.c:223 @ 8d69) [7161]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:200 @ 8c6b) [7185]
[506]    0.0    0.00    0.00  743101         ft_free_2darr (ft_free_2darr.c:16 @ fd10) [506]
-----------------------------------------------
                0.00    0.00   17631/743101      obj_parser_fill_vertexes (obj_parser.c:154 @ 89f7) [6861]
                0.00    0.00   48962/743101      obj_parser_fill_vertexes (obj_parser.c:162 @ 8a98) [6879]
                0.00    0.00   66582/743101      obj_parser_handle_faces (obj_parser.c:320 @ 90c0) [6932]
                0.00    0.00   77550/743101      obj_parser_fill_vertexes (obj_parser.c:145 @ 8930) [6838]
                0.00    0.00  266188/743101      parse_face_vertex (obj_parser.c:190 @ 8bff) [7173]
                0.00    0.00  266188/743101      parse_face_normals (obj_parser.c:214 @ 8d0f) [7155]
[507]    0.0    0.00    0.00  743101         ft_split (ft_split.c:66 @ f550) [507]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:53 @ f950) [7845]
[508]    0.0    0.00    0.00  632434         cleanup (get_next_line_utils.c:16 @ fe60) [508]
-----------------------------------------------
                0.00    0.00  632434/632434      get_next_line (get_next_line.c:75 @ f865) [344]
[509]    0.0    0.00    0.00  632434         get_current_file (get_next_line_utils.c:38 @ fee0) [509]
-----------------------------------------------
                0.00    0.00       1/632434      mtl_len (obj_parser.c:376 @ 933d) [6742]
                0.00    0.00       1/632434      parse_mtl (obj_parser.c:439 @ 94ef) [7196]
                0.00    0.00       1/632434      obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9adf) [6970]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:61 @ 85da) [6800]
                0.00    0.00       2/632434      obj_parser_count (obj_parser.c:83 @ 8670) [6812]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:130 @ 88e1) [6829]
                0.00    0.00       2/632434      obj_parser_fill_vertexes (obj_parser.c:176 @ 8b40) [6896]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:343 @ 9120) [6942]
                0.00    0.00       2/632434      obj_parser_handle_faces (obj_parser.c:300 @ 9256) [6949]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:508 @ 9a3e) [6960]
                0.00    0.00       2/632434      obj_parser_parse_mtl_libs (obj_parser.c:513 @ 9a78) [6964]
                0.00    0.00       3/632434      parse_mtl (obj_parser.c:448 @ 9538) [7201]
                0.00    0.00       9/632434      mtl_len (obj_parser.c:388 @ 939d) [6749]
                0.00    0.00      77/632434      mtl_len (obj_parser.c:383 @ 9368) [6745]
                0.00    0.00      82/632434      parse_mtl (obj_parser.c:474 @ 9598) [7210]
                0.00    0.00  210748/632434      obj_parser_count (obj_parser.c:79 @ 861b) [6805]
                0.00    0.00  210748/632434      obj_parser_fill_vertexes (obj_parser.c:173 @ 899c) [6852]
                0.00    0.00  210748/632434      obj_parser_handle_faces (obj_parser.c:341 @ 8e4e) [6911]
[510]    0.0    0.00    0.00  632434         get_next_line (get_next_line.c:69 @ f850) [510]
-----------------------------------------------
                0.00    0.00  632434/632434      shrink_out (get_next_line.c:50 @ f88a) [7834]
[511]    0.0    0.00    0.00  632434         reading (get_next_line.c:16 @ f700) [511]
-----------------------------------------------
                0.00    0.00  632419/632419      shrink_out (get_next_line.c:63 @ f8c8) [7842]
[512]    0.0    0.00    0.00  632419         my_str_cpy (get_next_line_utils.c:64 @ ff90) [512]
-----------------------------------------------
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:458 @ 95e4) [7213]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:460 @ 9622) [7215]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:462 @ 966a) [7217]
                0.00    0.00       8/383547      parse_mtl (obj_parser.c:464 @ 96b2) [7219]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:399 @ 9719) [1696]
                0.00    0.00      24/383547      fill_3_doubles (obj_parser.c:401 @ 9850) [1708]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:155 @ 8a1d) [6866]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:156 @ 8a35) [6869]
                0.00    0.00   17631/383547      obj_parser_fill_vertexes (obj_parser.c:157 @ 8a55) [6872]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:165 @ 8abf) [6881]
                0.00    0.00   48962/383547      obj_parser_fill_vertexes (obj_parser.c:166 @ 8af0) [6886]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:144 @ 893f) [6839]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:145 @ 894e) [6842]
                0.00    0.00   77550/383547      obj_parser_fill_vertexes (obj_parser.c:147 @ 896c) [6846]
[513]    0.0    0.00    0.00  383547         str_to_double (obj_parser.c:88 @ 8740) [513]
-----------------------------------------------
                0.00    0.00  144215/383539      str_to_double (obj_parser.c:110 @ 881c) [8068]
                0.00    0.00  239324/383539      str_to_double (obj_parser.c:112 @ 885f) [8074]
[514]    0.0    0.00    0.00  383539         ft_powint (ft_powint.c:16 @ f980) [514]
-----------------------------------------------
                0.00    0.00     399/336175      cursor_movement_per_frame (main.c:18 @ 2e73) [1325]
                0.00    0.00     798/336175      draw_mesh (draw.c:347 @ 59a0) [1560]
                0.00    0.00  334978/336175      line_zplane_intersection (clipping_z.c:70 @ c0a0) [3919]
[515]    0.0    0.00    0.00  336175         v3_add (vec3.c:115 @ 61a0) [515]
-----------------------------------------------
                0.00    0.00     798/335776      matrix_point_at (init_matrix.c:188 @ a351) [484]
                0.00    0.00  334978/335776      line_zplane_intersection (clipping_z.c:68 @ c030) [3918]
[516]    0.0    0.00    0.00  335776         v3_scale (vec3.c:182 @ 6400) [516]
-----------------------------------------------
                0.00    0.00   77543/334978      clipping_z_near (clipping_z.c:187 @ c6b6) [1092]
                0.00    0.00   77543/334978      clipping_z_near (clipping_z.c:188 @ c721) [1095]
                0.00    0.00   89946/334978      clipping_z_near (clipping_z.c:164 @ c8ba) [1124]
                0.00    0.00   89946/334978      clipping_z_near (clipping_z.c:167 @ c96f) [1132]
[517]    0.0    0.00    0.00  334978         line_zplane_intersection (clipping_z.c:39 @ bd80) [517]
-----------------------------------------------
                0.00    0.00       2/266190      load_obj_file (obj_parser.c:573 @ 9cfd) [5084]
                0.00    0.00  266188/266190      obj_parser_handle_faces (obj_parser.c:334 @ 905c) [6929]
[518]    0.0    0.00    0.00  266190         parse_face_normals (obj_parser.c:207 @ 8cd0) [518]
-----------------------------------------------
                0.00    0.00  266188/266188      obj_parser_handle_faces (obj_parser.c:333 @ 9003) [6926]
[519]    0.0    0.00    0.00  266188         parse_face_vertex (obj_parser.c:182 @ 8bb0) [519]
-----------------------------------------------
                0.00    0.00       1/133171      free_menu (menu_public.c:31 @ e08d) [2236]
                0.00    0.00       1/133171      init_menu (menu_public.c:50 @ e117) [3644]
                0.00    0.00       1/133171      init_main (init.c:48 @ e54f) [3625]
                0.00    0.00       2/133171      load_obj_file (obj_parser.c:545 @ 9bee) [5059]
                0.00    0.00       2/133171      init_basic_data_mesh (init.c:130 @ e8a7) [3469]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:327 @ 8fb7) [6923]
                0.00    0.00   66582/133171      obj_parser_handle_faces (obj_parser.c:330 @ 8fc4) [6924]
[520]    0.0    0.00    0.00  133171         ft_bzero (ft_bzero.c:16 @ eb50) [520]
-----------------------------------------------
                0.00    0.00   66582/66582       triangulation (obj_parser.c:235 @ 90a6) [8163]
[521]    0.0    0.00    0.00   66582         ft_put_pixel_fin_index (utils1.c:161 @ 82b0) [521]
-----------------------------------------------
                0.00    0.00    6805/6805        rasterize (draw.c:304 @ 583d) [7371]
[522]    0.0    0.00    0.00    6805         fill_triangle_color (fill_triangle2.c:69 @ b680) [522]
-----------------------------------------------
                0.00    0.00     798/3192        fill_model_matrix (draw.c:192 @ 506c) [1770]
                0.00    0.00     798/3192        fill_model_matrix (draw.c:198 @ 507e) [1772]
                0.00    0.00     798/3192        fill_model_matrix (draw.c:198 @ 508a) [1774]
                0.00    0.00     798/3192        fill_model_matrix (draw.c:201 @ 5098) [1775]
[523]    0.0    0.00    0.00    3192         mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620) [523]
-----------------------------------------------
                0.00    0.00     798/798         ft_hook (main.c:154 @ 3570) [2317]
[524]    0.0    0.00    0.00     798         draw_mesh (draw.c:336 @ 5900) [524]
-----------------------------------------------
                0.00    0.00     798/798         draw_mesh (draw.c:345 @ 5960) [1559]
[525]    0.0    0.00    0.00     798         fill_model_matrix (draw.c:175 @ 4f80) [525]
-----------------------------------------------
                0.00    0.00     798/798         draw_mesh (draw.c:355 @ 59d3) [1562]
[526]    0.0    0.00    0.00     798         init_day_light (draw.c:207 @ 50f0) [526]
-----------------------------------------------
                0.00    0.00     798/798         draw_mesh (draw.c:350 @ 59ba) [1561]
[527]    0.0    0.00    0.00     798         matrix_look_at (init_matrix.c:219 @ a550) [527]
-----------------------------------------------
                0.00    0.00     798/798         draw_mesh (draw.c:347 @ 59a0) [1560]
[528]    0.0    0.00    0.00     798         matrix_point_at (init_matrix.c:179 @ a2a0) [528]
-----------------------------------------------
                0.00    0.00     798/798         fill_model_matrix (draw.c:187 @ 501a) [1765]
[529]    0.0    0.00    0.00     798         rot_matx_4x4 (init_matrix.c:117 @ a0e0) [529]
-----------------------------------------------
                0.00    0.00     798/798         fill_model_matrix (draw.c:188 @ 502a) [1766]
[530]    0.0    0.00    0.00     798         rot_maty_4x4 (init_matrix.c:137 @ a170) [530]
-----------------------------------------------
                0.00    0.00     798/798         fill_model_matrix (draw.c:189 @ 5048) [1767]
[531]    0.0    0.00    0.00     798         rot_matz_4x4 (init_matrix.c:157 @ a220) [531]
-----------------------------------------------
                0.00    0.00     798/798         fill_model_matrix (draw.c:186 @ 4fec) [1764]
[532]    0.0    0.00    0.00     798         scale_matrix (init_matrix.c:37 @ 9f50) [532]
-----------------------------------------------
                0.00    0.00     798/798         fill_model_matrix (draw.c:192 @ 4fe0) [1762]
[533]    0.0    0.00    0.00     798         translation_matrix (init_matrix.c:77 @ a030) [533]
-----------------------------------------------
                0.00    0.00     489/489         mlx_exec_loop_hooks (mlx_loop.c:25 @ 128ad) [6147]
[534]    0.0    0.00    0.00     489         display_fps_hook (fps.c:170 @ 4410) [534]
-----------------------------------------------
                0.00    0.00     489/489         mlx_exec_loop_hooks (mlx_loop.c:25 @ 128ad) [6147]
[535]    0.0    0.00    0.00     489         ft_hook (main.c:139 @ 32a0) [535]
-----------------------------------------------
                0.00    0.00     489/489         ft_hook (main.c:139 @ 32c0) [2310]
[536]    0.0    0.00    0.00     489         menu_handler (menu_public.c:36 @ e0b0) [536]
-----------------------------------------------
                0.00    0.00     399/399         cursor_movement_per_frame (main.c:18 @ 2e73) [1325]
[537]    0.0    0.00    0.00     399         get_direction (vec3.c:337 @ 67a0) [537]
-----------------------------------------------
                0.00    0.00     399/399         ft_hook (main.c:163 @ 32d5) [2313]
[538]    0.0    0.00    0.00     399         handle_movement_per_frame (main.c:27 @ 2e00) [538]
-----------------------------------------------
                0.00    0.00     378/378         mlx_cursor_cb (mlx_mouse.c:38 @ 12dce) [6064]
[539]    0.0    0.00    0.00     378         cursor_hook (key_handlers.c:152 @ d990) [539]
-----------------------------------------------
                0.00    0.00     148/148         display_fps (fps.c:163 @ 42c4) [1446]
[540]    0.0    0.00    0.00     148         display_digit (fps.c:84 @ 3f80) [540]
-----------------------------------------------
                0.00    0.00     130/130         display_fps_hook (fps.c:182 @ 446a) [1482]
[541]    0.0    0.00    0.00     130         display_fps (fps.c:136 @ 4220) [541]
-----------------------------------------------
                0.00    0.00      89/89          menu_handler (menu_public.c:40 @ e0f0) [5941]
[542]    0.0    0.00    0.00      89         handle_open_menu (menu.c:103 @ dd50) [542]
-----------------------------------------------
                0.00    0.00      80/80          mlx_key_callback (mlx_keys.c:28 @ 12748) [6366]
[543]    0.0    0.00    0.00      80         key_hook (key_handlers.c:113 @ d6e0) [543]
-----------------------------------------------
                0.00    0.00      54/54          handle_movement_per_frame (main.c:64 @ 307e) [3342]
[544]    0.0    0.00    0.00      54         add_vec3 (vec3.c:213 @ 64d0) [544]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:49 @ 8ee0) [3183]
[545]    0.0    0.00    0.00      39         ft_strcmp (ft_strncmp.c:34 @ ef60) [545]
-----------------------------------------------
                0.00    0.00      39/39          get_mtl (obj_parser.c:47 @ 8f07) [3184]
[546]    0.0    0.00    0.00      39         is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fc00) [546]
-----------------------------------------------
                0.00    0.00       1/25          obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9aa2) [6966]
                0.00    0.00       7/25          parse_mtl (obj_parser.c:472 @ 9991) [7243]
                0.00    0.00       8/25          parse_mtl (obj_parser.c:452 @ 9574) [7207]
                0.00    0.00       9/25          obj_parser_handle_faces (obj_parser.c:312 @ 8e94) [6915]
[547]    0.0    0.00    0.00      25         ft_strtrim (ft_strtrim.c:27 @ f330) [547]
-----------------------------------------------
                0.00    0.00       3/19          add_menu_widget (menu_public.c:77 @ e24a) [779]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:26 @ f0fb) [2535]
                0.00    0.00       8/19          ft_strjoin (ft_strjoin.c:27 @ f10a) [2536]
[548]    0.0    0.00    0.00      19         ft_strlcpy (ft_strlcpy.c:16 @ edf0) [548]
-----------------------------------------------
                0.00    0.00       1/8           parse_mtl (obj_parser.c:421 @ 9480) [577]
                0.00    0.00       7/8           parse_mtl (obj_parser.c:476 @ 9788) [7222]
[549]    0.0    0.00    0.00       8         ft_strjoin (ft_strjoin.c:16 @ f0b0) [549]
                0.00    0.00       8/1569210     ft_strlen (ft_strlen.c:16 @ ea90) [501]
-----------------------------------------------
                0.00    0.00       1/7           free_menu (menu_public.c:22 @ e02f) [2225]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ e060) [2231]
                0.00    0.00       3/7           free_menu (menu_public.c:27 @ e070) [2233]
[550]    0.0    0.00    0.00       7         ft_free_img (utils1.c:34 @ 7960) [550]
-----------------------------------------------
                0.00    0.00       1/3           main (main.c:261 @ 2b3f) [5837]
                0.00    0.00       1/3           init_menu_widgets (init.c:77 @ e797) [3664]
                0.00    0.00       1/3           init_menu_widgets (init.c:79 @ e7d0) [3666]
[551]    0.0    0.00    0.00       3         add_menu_widget (menu_public.c:61 @ e1a0) [551]
-----------------------------------------------
                0.00    0.00       3/3           mlx_cursor_cb (mlx_mouse.c:38 @ 12dce) [6064]
[552]    0.0    0.00    0.00       3         cursor_menu (menu_hooks.c:65 @ e440) [552]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:86 @ e2b0) [788]
[553]    0.0    0.00    0.00       3         fill_slider (menu.c:73 @ dc70) [553]
-----------------------------------------------
                0.00    0.00       1/3           cleanup_exit (cleanup.c:43 @ ea46) [961]
                0.00    0.00       2/3           free_mesh (cleanup.c:26 @ ea29) [2244]
[554]    0.0    0.00    0.00       3         ft_free (ft_free.c:16 @ fe30) [554]
-----------------------------------------------
                0.00    0.00       3/3           add_menu_widget (menu_public.c:83 @ e27f) [785]
[555]    0.0    0.00    0.00       3         init_entry_widget (menu.c:48 @ dad0) [555]
-----------------------------------------------
                0.00    0.00       1/2           main (main.c:258 @ 2b2f) [5835]
                0.00    0.00       1/2           get_fps_digit_texture (fps.c:51 @ 3d48) [3137]
[556]    0.0    0.00    0.00       2         add_obj_file_meshes (main.c:193 @ 3800) [556]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:201 @ 3945) [807]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:234 @ 3a46) [813]
[557]    0.0    0.00    0.00       2         arr_append (arr_append.c:20 @ fd70) [557]
-----------------------------------------------
                0.00    0.00       2/2           init_basic_data_mesh (init.c:130 @ e8a7) [3469]
[558]    0.0    0.00    0.00       2         ident_mat_4x4 (init_matrix.c:97 @ a090) [558]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:546 @ 9bf3) [5060]
[559]    0.0    0.00    0.00       2         init_basic_data_mesh (init.c:129 @ e890) [559]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:196 @ 385c) [796]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:232 @ 3969) [809]
[560]    0.0    0.00    0.00       2         load_obj_file (obj_parser.c:540 @ 9b90) [560]
-----------------------------------------------
                0.00    0.00       1/2           add_obj_file_meshes (main.c:200 @ 393d) [806]
                0.00    0.00       1/2           add_obj_file_meshes (main.c:233 @ 3a3e) [812]
[561]    0.0    0.00    0.00       2         make_mesh_render_rdy (init.c:86 @ e800) [561]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:551 @ 9c4a) [5066]
[562]    0.0    0.00    0.00       2         obj_parser_count (obj_parser.c:59 @ 85b0) [562]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9cfd) [5084]
[563]    0.0    0.00    0.00       2         obj_parser_fill_vertexes (obj_parser.c:118 @ 8890) [563]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:573 @ 9cfd) [5084]
[564]    0.0    0.00    0.00       2         obj_parser_handle_faces (obj_parser.c:287 @ 9230) [564]
-----------------------------------------------
                0.00    0.00       2/2           load_obj_file (obj_parser.c:567 @ 9ce2) [5082]
[565]    0.0    0.00    0.00       2         obj_parser_parse_mtl_libs (obj_parser.c:494 @ 99f0) [565]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ ea52) [962]
[566]    0.0    0.00    0.00       1         clean_mlx (cleanup.c:4 @ e930) [566]
-----------------------------------------------
                0.00    0.00       1/1           mlx_key_callback (mlx_keys.c:28 @ 12748) [6366]
[567]    0.0    0.00    0.00       1         cleanup_exit (cleanup.c:31 @ e9d0) [567]
-----------------------------------------------
                0.00    0.00       1/1           menu_handler (menu_public.c:41 @ e0cd) [5936]
[568]    0.0    0.00    0.00       1         close_menu (menu_open_close.c:19 @ de80) [568]
-----------------------------------------------
                0.00    0.00       1/1           clean_mlx (cleanup.c:5 @ e946) [931]
[569]    0.0    0.00    0.00       1         free_fps_digit_textures (fps.c:57 @ 3d80) [569]
-----------------------------------------------
                0.00    0.00       1/1           cleanup_exit (cleanup.c:44 @ ea52) [962]
[570]    0.0    0.00    0.00       1         free_menu (menu_public.c:19 @ e010) [570]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:59 @ e61d) [3631]
[571]    0.0    0.00    0.00       1         get_fps_digit_texture (fps.c:35 @ 3cf0) [571]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:261 @ 2b3f) [5837]
[572]    0.0    0.00    0.00       1         init_hooks (init.c:66 @ e6c0) [572]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:258 @ 2b2f) [5835]
[573]    0.0    0.00    0.00       1         init_main (init.c:47 @ e520) [573]
-----------------------------------------------
                0.00    0.00       1/1           init_settings (init.c:31 @ e64d) [3686]
[574]    0.0    0.00    0.00       1         init_menu (menu_public.c:49 @ e100) [574]
-----------------------------------------------
                0.00    0.00       1/1           main (main.c:261 @ 2b3f) [5837]
[575]    0.0    0.00    0.00       1         init_menu_widgets (init.c:76 @ e760) [575]
-----------------------------------------------
                0.00    0.00       1/1           parse_mtl (obj_parser.c:431 @ 94ae) [7192]
[576]    0.0    0.00    0.00       1         mtl_len (obj_parser.c:364 @ 9300) [576]
-----------------------------------------------
                0.00    0.00       1/1           obj_parser_parse_mtl_libs (obj_parser.c:517 @ 9acf) [6968]
[577]    0.0    0.00    0.00       1         parse_mtl (obj_parser.c:421 @ 9480) [577]
                0.00    0.00       1/8           ft_strjoin (ft_strjoin.c:16 @ f0b0) [549]
-----------------------------------------------
                0.00    0.00       1/1           init_main (init.c:48 @ e54f) [3625]
[578]    0.0    0.00    0.00       1         reset_camera (utils1.c:18 @ 7840) [578]
-----------------------------------------------
                0.00    0.00       1/1           init_menu (menu_public.c:56 @ e17b) [3654]
[579]    0.0    0.00    0.00       1         reset_pixel_buffer (utils1.c:42 @ 79a0) [579]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
